Filename,Metadata Tags,Description,Permalink
DAIBaghdad.bis1981.3.jpg,Scannsamlung,DAIBaghdad.bis1981.2,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/DAI Gebäude/2007_Institutsbilder 08.+14.02.07/DAI Baghdad/DAIBaghdad.bis1981.3.tif
DAIBaghdad.bis1981.4.jpg,Scannsamlung,DAIBaghdad.bis1981.3,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/DAI Gebäude/2007_Institutsbilder 08.+14.02.07/DAI Baghdad/DAIBaghdad.bis1981.4.tif
DAIBaghdad.bis1981.5.jpg,Scannsamlung,DAIBaghdad.bis1981.4,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/DAI Gebäude/2007_Institutsbilder 08.+14.02.07/DAI Baghdad/DAIBaghdad.bis1981.5.tif
DAIBaghdad.bis1981.jpg,Scannsamlung,DAIBaghdad.bis1981.5,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/DAI Gebäude/2007_Institutsbilder 08.+14.02.07/DAI Baghdad/DAIBaghdad.bis1981.tif
DAIK_DAN_Abb_1.jpg,Scannsamlung,DAIK_DAN_Abb_1,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Bilder Kairo JB 2011/Kairo_DAN/DAIK_DAN_Abb_1.tif
DAIK_DAN_Abb_2.jpg,Scannsamlung,DAIK_DAN_Abb_2,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Bilder Kairo JB 2011/Kairo_DAN/DAIK_DAN_Abb_2.tif
DAIK_DAN_Abb_3.jpg,Scannsamlung,DAIK_DAN_Abb_3,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Bilder Kairo JB 2011/Kairo_DAN/DAIK_DAN_Abb_3.tif
DAIK_DAN_Abb_4.jpg,Scannsamlung,DAIK_DAN_Abb_4,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Bilder Kairo JB 2011/Kairo_DAN/DAIK_DAN_Abb_4.tif
DAIK_DAN_Abb_5.jpg,Scannsamlung,DAIK_DAN_Abb_5,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Bilder Kairo JB 2011/Kairo_DAN/DAIK_DAN_Abb_5.tif
DAIK_DAN_Abb_6.jpg,Scannsamlung,DAIK_DAN_Abb_6,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Bilder Kairo JB 2011/Kairo_DAN/DAIK_DAN_Abb_6.tif
DAIK_DAN_Abb_7.jpg,Scannsamlung,DAIK_DAN_Abb_7,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Bilder Kairo JB 2011/Kairo_DAN/DAIK_DAN_Abb_7.tif
DAIK_DAN_Abb_8.jpg,Scannsamlung,DAIK_DAN_Abb_8,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Bilder Kairo JB 2011/Kairo_DAN/DAIK_DAN_Abb_8.tif
DAIZentrale.jpg,Scannsamlung,DAIZentrale,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/DAI Gebäude/DAIZentrale.tif
DAI_100Jahrfeier.jpg,Scannsamlung,DAI_100Jahrfeier,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2015-2/Abbildungen DAI Weltweit+Sonderheft 2_2015_Teil 1/DAI_100Jahrfeier.tif
DAI_Hose-China.jpg,Scannsamlung,DAI_Hose-China,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI_Hose-China.jpg
DAN_01.jpg,Scannsamlung,DAN_01,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Abt. Kairo/DAN_01.jpg
DAN_02.jpg,Scannsamlung,DAN_02,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Abt. Kairo/DAN_02.jpg
DAN_03.jpg,Scannsamlung,DAN_03,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Abt. Kairo/DAN_03.jpg
DAN_04.jpg,Scannsamlung,DAN_04,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Abt. Kairo/DAN_04.jpg
DAN_05.jpg,Scannsamlung,DAN_05,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Abt. Kairo/DAN_05.jpg
DAN_Abb 1.jpg,Scannsamlung,DAN_Abb 1,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsident_ZD 2010/Kairo/Dra Abu el-Naga/DAN_Abb 1.jpg
DAN_Abb 2.jpg,Scannsamlung,DAN_Abb 2,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsident_ZD 2010/Kairo/Dra Abu el-Naga/DAN_Abb 2.tif
DAN_Abb 3.jpg,Scannsamlung,DAN_Abb 3,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsident_ZD 2010/Kairo/Dra Abu el-Naga/DAN_Abb 3.tif
DAN_Abb 4.jpg,Scannsamlung,DAN_Abb 4,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsident_ZD 2010/Kairo/Dra Abu el-Naga/DAN_Abb 4.tif
DFG-Logo.jpg,Scannsamlung,DFG-Logo,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2014-2/DFG-Logo.tif
DNA- cmyk.jpg,Scannsamlung,DNA- cmyk,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2016-2/DNA- cmyk.jpg
DSC00137.jpg,Scannsamlung,DSC00137,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/UWR/DSC00137.JPG
DSC01111.jpg,Scannsamlung,DSC01111,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2013-2/DSC01111.tif
DSC01333.jpg,Scannsamlung,DSC01333,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Drohne Mongolei/DSC01333.JPG
DSC01654.jpg,Scannsamlung,DSC01654,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Drohne Mongolei/DSC01654.JPG
DSC07815.jpg,Scannsamlung,DSC07815,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2013-2/DSC07815.tif
DSC8247.jpg,Scannsamlung,DSC8247,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/Mitarbeiter Porträts/DSC8247.jpg
DSC8250.jpg,Scannsamlung,DSC8250,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/Mitarbeiter Porträts/DSC8250.jpg
DSC8254.jpg,Scannsamlung,DSC8254,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/Mitarbeiter Porträts/DSC8254.jpg
DSC8257.jpg,Scannsamlung,DSC8257,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/Mitarbeiter Porträts/DSC8257.jpg
DSCF8721.jpg,Scannsamlung,DSCF8721,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/UWR/DSCF8721.jpg
DSCN5971.jpg,Scannsamlung,DSCN5971,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Portraits Parzinger/Weltkunst/DSCN5971.JPG
DSCN6095.jpg,Scannsamlung,DSCN6095,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Portraits Parzinger/Weltkunst/DSCN6095.JPG
DSCN6490.jpg,Scannsamlung,DSCN6490,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Portraits Parzinger/Weltkunst/DSCN6490.JPG
DSCN6552.jpg,Scannsamlung,DSCN6552,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Portraits Parzinger/Weltkunst/DSCN6552.JPG
DSCN7591.jpg,Scannsamlung,DSCN7591,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Sonderausgabe AW 2016-1 Bilder/DSCN7591.JPG
DSCN7639 cmyk.jpg,Scannsamlung,DSCN7639 cmyk,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2017-2/DSCN7639 cmyk.jpg
DSCN7697 cmyk.jpg,Scannsamlung,DSCN7697 cmyk,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2017-2/DSCN7697 cmyk.jpg
DSC_0444a cmyk.jpg,Scannsamlung,DSC_0444a cmyk,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Sonderausgabe AW 2016-1 Bilder/Englische Versionen/Heft 1.2016 engl/39-88 DAI Ausgabe 1.2016 engl. Ordner/Links/DSC_0444a cmyk.jpg
DSC_3311.jpg,Scannsamlung,DSC_3311,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Original-Vorlagen/Göbekli Tepe/Göbekli Tepe/jpg/DSC_3311.jpg
DSC_4154.jpg,Scannsamlung,DSC_4154,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/Mitarbeiter Porträts/DSC_4154.tif
DSC_7690.jpg,Scannsamlung,DSC_7690,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Palmyra-GIS/DSC_7690.JPG
DSC_7691.jpg,Scannsamlung,DSC_7691,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Palmyra-GIS/DSC_7691.JPG
DSC_7694.jpg,Scannsamlung,DSC_7694,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Palmyra-GIS/DSC_7694.JPG
DSC_7695.jpg,Scannsamlung,DSC_7695,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Palmyra-GIS/DSC_7695.JPG
DSC_7698.jpg,Scannsamlung,DSC_7698,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Palmyra-GIS/DSC_7698.JPG
DS_Modell090211_2.jpg,Scannsamlung,DS_Modell090211_2,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Palatin/DS_Modell090211_2.tif
Dachdecker.jpg,Scannsamlung,Dachdecker,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Berliner Zeitung/Dachdecker.tif
Dahschur Aufweg Magnetogramm cmyk.jpg,Scannsamlung,Dahschur,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Sonderausgabe AW 2016-1 Bilder/Englische Versionen/Heft 1.2016 engl/01-39 DAI Ausgabe 1.2016 engl. Ordner/Links/Dahschur Aufweg Magnetogramm cmyk.jpg
Dahschur Aufweg cmyk.jpg,Scannsamlung,Dahschur Aufweg Magnetogramm cmyk,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Sonderausgabe AW 2016-1 Bilder/Englische Versionen/Heft 1.2016 engl/01-39 DAI Ausgabe 1.2016 engl. Ordner/Links/Dahschur Aufweg cmyk.jpg
Dahschur Fraktale.jpg,Scannsamlung,Dahschur Aufweg cmyk,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Sonderausgabe AW 2016-1 Bilder/Englische Versionen/Heft 1.2016 engl/01-39 DAI Ausgabe 1.2016 engl. Ordner/Links/Dahschur Fraktale.jpg
Dahschur.jpg,Scannsamlung,Dahschur Fraktale,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2014-2/Dahschur.tif
Dahschur_01.jpg,Scannsamlung,Dahschur_01,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsident_ZD 2009/Kairo/Dahschur/Dahschur_01.jpg
Dahschur_02.jpg,Scannsamlung,Dahschur_02,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsident_ZD 2009/Kairo/Dahschur/Dahschur_02.jpg
Dahschur_03.jpg,Scannsamlung,Dahschur_03,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsident_ZD 2009/Kairo/Dahschur/Dahschur_03.jpg
Dahschur_04.jpg,Scannsamlung,Dahschur_04,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsident_ZD 2009/Kairo/Dahschur/Dahschur_04.jpg
Dahschur_Abb 01.jpg,Scannsamlung,Dahschur_Abb 01,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 01.jpg
Dahschur_Abb 01a.jpg,Scannsamlung,Dahschur_Abb 01a,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 01a.JPG
Dahschur_Abb 02.jpg,Scannsamlung,Dahschur_Abb 02,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 02.jpg
Dahschur_Abb 03.jpg,Scannsamlung,Dahschur_Abb 03,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 03.png
Dahschur_Abb 04.jpg,Scannsamlung,Dahschur_Abb 04,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 04.jpg
Dahschur_Abb 05.jpg,Scannsamlung,Dahschur_Abb 05,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 05.jpg
Dahschur_Abb 06.jpg,Scannsamlung,Dahschur_Abb 06,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 06.jpg
Dahschur_Abb 06a.jpg,Scannsamlung,Dahschur_Abb 06a,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 06a.jpg
Dahschur_Abb 07a.jpg,Scannsamlung,Dahschur_Abb 07a,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 07a.jpg
Dahschur_Abb 07b.jpg,Scannsamlung,Dahschur_Abb 07b,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 07b.jpg
Dahschur_Abb 07c.jpg,Scannsamlung,Dahschur_Abb 07c,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 07c.jpg
Dahschur_Abb 08a.jpg,Scannsamlung,Dahschur_Abb 08a,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 08a.jpg
Dahschur_Abb 08b.jpg,Scannsamlung,Dahschur_Abb 08b,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 08b.jpg
Dahschur_Abb 08c_courtesy_BritishMuseum.jpg,Scannsamlung,Dahschur_Abb 08c_courtesy_BritishMuseum,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 08c_courtesy_BritishMuseum.tif
Dahschur_Abb 09.jpg,Scannsamlung,Dahschur_Abb 09,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 09.JPG
Dahschur_Abb 09a.jpg,Scannsamlung,Dahschur_Abb 09a,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 09a.jpg
Dahschur_Abb 10.jpg,Scannsamlung,Dahschur_Abb 10,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 10.jpg
Dahschur_Abb 11.jpg,Scannsamlung,Dahschur_Abb 11,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2013/Dahschur/Dahschur_Abb 11.jpg
Dahschur_Fragment.jpg,Scannsamlung,Dahschur_Fragment,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2015-2/Abbildungen DAI Weltweit+Sonderheft 2_2015_Teil 1/Dahschur_Fragment.tif
Dahshur_01.jpg,Scannsamlung,Dahshur_01,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_01.jpg
Dahshur_01_klein.jpg,Scannsamlung,Dahshur_01_klein,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_01_klein.jpg
Dahshur_02.jpg,Scannsamlung,Dahshur_02,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_02.jpg
Dahshur_02_klein.jpg,Scannsamlung,Dahshur_02_klein,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_02_klein.jpg
Dahshur_03.jpg,Scannsamlung,Dahshur_03,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_03.jpg
Dahshur_03_klein.jpg,Scannsamlung,Dahshur_03_klein,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_03_klein.jpg
Dahshur_04.jpg,Scannsamlung,Dahshur_04,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_04.jpg
Dahshur_04_klein.jpg,Scannsamlung,Dahshur_04_klein,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_04_klein.jpg
Dahshur_05.jpg,Scannsamlung,Dahshur_05,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_05.jpg
Dahshur_05_klein.jpg,Scannsamlung,Dahshur_05_klein,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_05_klein.jpg
Dahshur_06.jpg,Scannsamlung,Dahshur_06,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_06.jpg
Dahshur_06_klein.jpg,Scannsamlung,Dahshur_06_klein,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_06_klein.jpg
Dahshur_07.jpg,Scannsamlung,Dahshur_07,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_07.jpg
Dahshur_07_klein.jpg,Scannsamlung,Dahshur_07_klein,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_07_klein.jpg
Dahshur_08.jpg,Scannsamlung,Dahshur_08,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_08.jpg
Dahshur_09.jpg,Scannsamlung,Dahshur_09,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_09.jpg
Dahshur_10.jpg,Scannsamlung,Dahshur_10,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_10.jpg
Dahshur_11.jpg,Scannsamlung,Dahshur_11,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_11.tif
Dahshur_12.jpg,Scannsamlung,Dahshur_12,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_12.jpg
Dahshur_13.jpg,Scannsamlung,Dahshur_13,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_13.jpg
Dahshur_14.jpg,Scannsamlung,Dahshur_14,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Dahshur 18.8.10/Dahshur_14.jpg
Dainst2..jpg,Scannsamlung,Dainst2,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2014-2/Dainst2.tif
Dainst2.jpg,Scannsamlung,Dainst2.,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2014-2/Dainst2.tiff
"Dally, Ortwin_03 cmyk.jpg",Scannsamlung,Dally,"http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2017-1/Dally, Ortwin_03 cmyk.jpg"
Dally.jpg,Scannsamlung,"Dally, Ortwin_03 cmyk",http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/Mitarbeiter Porträts/Dally.jpg
Dally_k.jpg,Scannsamlung,Dally_k,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/Mitarbeiter Porträts/Dally_k.jpg
DanielPolz.jpg,Scannsamlung,DanielPolz,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/DAI allg/Mitarbeiter Porträts/DanielPolz.jpg
Das Aussieben von Fischknochen auf Grabung Chicha (Westsibir.jpg,Scannsamlung,Das Aussieben von Fischknochen auf Grabung Chicha (Westsibir,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2015-1/Das Aussieben von Fischknochen auf Grabung Chicha (Westsibir.tif
Das letzte Bild.jpg,Scannsamlung,Das letzte Bild,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2013-2/Das letzte Bild.tif
Denkmalpflege_Abb 1.jpg,Scannsamlung,Denkmalpflege_Abb 1,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2012/08 Istanbul/Initiative Denkmalpflege und Site Management/Denkmalpflege_Abb 1.tif
Denkmalpflege_Abb 2.jpg,Scannsamlung,Denkmalpflege_Abb 2,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2012/08 Istanbul/Initiative Denkmalpflege und Site Management/Denkmalpflege_Abb 2.tif
Denkmalpflege_Abb 3.jpg,Scannsamlung,Denkmalpflege_Abb 3,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2012/08 Istanbul/Initiative Denkmalpflege und Site Management/Denkmalpflege_Abb 3.jpg
Denkmalpflege_Abb 4.jpg,Scannsamlung,Denkmalpflege_Abb 4,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Jahresberichte P/Jahresbericht Präsidentin_ZD 2012/08 Istanbul/Initiative Denkmalpflege und Site Management/Denkmalpflege_Abb 4.tif
Der _Fön_ - RFA cmyk#273E.jpg,Scannsamlung,Der _Fön_ - RFA cmyk#273E,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2016-2/Der _Fön_ - RFA cmyk#273E.jpg
"Der griechische Minister für Kultur, Nikos Xenakis - die Lei.jpg",Scannsamlung,"Der griechische Minister für Kultur, Nikos Xenakis - die Lei","http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2015-2/Abbildungen DAI Weltweit+Sonderheft 2_2015_Teil 1/Der griechische Minister für Kultur, Nikos Xenakis - die Lei.tif"
Dhaschur_Knickpyramide.jpg,Scannsamlung,Dhaschur_Knickpyramide,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2015-2/Abbildungen DAI Weltweit+Sonderheft 2_2015_Teil 1/Dhaschur_Knickpyramide.tif
Diagramm.jpg,Scannsamlung,Diagramm,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2016-2/Diagramm.jpg
Didyma_01.jpg,Scannsamlung,Didyma_01,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Abt. Istanbul/Didyma_01.jpg
Didyma_02.jpg,Scannsamlung,Didyma_02,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Abt. Istanbul/Didyma_02.JPG
Didyma_03.jpg,Scannsamlung,Didyma_03,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Abt. Istanbul/Didyma_03.jpg
Didyma_04.jpg,Scannsamlung,Didyma_04,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Abt. Istanbul/Didyma_04.JPG
Didyma_05.jpg,Scannsamlung,Didyma_05,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Abt. Istanbul/Didyma_05.jpg
Didyma_06.jpg,Scannsamlung,Didyma_06,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/00_Pressebildpool/Original-Vorlagen/Didyma/Didyma_06.jpg
Dieter Mertens cmyk.jpg,Scannsamlung,Dieter Mertens cmyk,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2017-1/Dieter Mertens cmyk.jpg
Dietmar Kurapkat.jpg,Scannsamlung,Dietmar Kurapkat,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2014-2/Dietmar Kurapkat.tif
Diwan 1.jpg,Scannsamlung,Diwan,http://oneeyedjacks01.dai-cloud.uni-koeln.de/oeff/Bilder AW 2015-1/Diwan 1.tif
